id,question,A,B,C,D,ANS,justification,category
326,"બોયલના નિયમ મુજબ, દબાણ P ∝ ___",V.,1/V,T.,1/T,B,,5
327,"વોલ્યુમ ગેસના નિરપેક્ષ તાપમાનના સીધા પ્રમાણસર છે, જો દબાણ સતત રાખવામાં આવે છે, તે _______છે,",Boyle’s law,Charles law,Newton’s law.,Planck’s law,B,,5
328,થર્મોડાયનેમિક્સ તાપમાનના પ્રથમ નિયમ મુજબ Q = _____,∆U+W.,∆U-W,U+∆W.,U-∆W,A,,5
329,______ પ્રક્રિયા એવી છે કે જેમાં કોઈ ગરમી સિસ્ટમમાં પ્રવેશતી નથી અથવા છોડતી નથી.,isothermal,એડિયાબેટિક,rapid escape.,cloud formation,B,,5
330,ફાટેલા ટાયરમાંથી હવાનું ઝડપી ભાગી જવું તે__________ છે,ઇસોથર્મલ પ્રક્રિયા,એડિયાબેટિક પ્રક્રિયા,વૈશ્વિક પ્રક્રિયા,વાદળ રચના પ્રક્રિયા,B,,5
331,"Cp એ સતત દબાણ છે અને Cv એ સ્થિર વોલ્યુમ છે R એ સાર્વત્રિક ગેસ સ્થિર છે, તો R _______",Cp – Cv,Cp + Cv,Cv – Cp,Cv + Cp,A,,5
332,ઉલટાવી શકાય તેવું ચક્ર એ છે જેમાં તમામ ફેરફારો ________ હોય છે,irreversible.,reverseble,equal.,constant,B,,5
333,"જો કોઈ પ્રક્રિયાને નિયંત્રક પરિબળોને ઉલટાવીને પાછળની દિશામાં ન લઈ શકાય, તો તે _______ પ્રક્રિયા છે.",irreversible.,reverseble,qual,constant,A,,5
334,"જો સિસ્ટમ કુદરતી પ્રક્રિયામાંથી પસાર થાય છે, તો તે તે દિશામાં જશે જેના કારણે સિસ્ટમના _______માં વધારો થાય છે.",diesel engine.,petrol engine,entropy.,cycle,C,,5
335,"ઊર્જા સંરક્ષણ છે તેનો અર્થ એ છે કે તે છે,",થર્મોડાયનેમિક્સનો પ્રથમ નિયમ,થર્મોડાયનેમિક્સનો બીજું નિયમ,ગતિનો પ્રથમ નિયમ,ગતિનો બીજું નિયમ,A,,5
336,"થર્મોડાયનેમિક્સ સિસ્ટમમાં હાજર તમામ પ્રકારની પરમાણુ ઊર્જાનો સરવાળો__________ કહેવાય છે,",internal energy.,external energy,thermodynamic energy.,molecular energy,A,,5
337,"પ્રક્રિયા જેમાં બોયલનો નિયમ લાગુ પડે છે, ____________જે છે",પરમાણુ પ્રક્રિયા.,ઇસોથર્મલ પ્રક્રિયા,ઝડપી ભાગી,વોલ્યુમેટ્રિક,B,,5
338,એક ઉપકરણ જે થર્મલ ઉર્જાના ભાગને ઉપયોગી કાર્યમાં રૂપાંતરિત કરે છે તેને _________કહેવામાં આવે છે,કન્વર્ટ એન્જિન.,સૌર એન્જિન,હીટ એન્જિન.,ઉષ્મા ઉર્જા,C,,5
339,"કાર્નોટ એન્જિનની કાર્યક્ષમતા__________વ્યક્ત કરી શકાય છે,",(T1/T2).,1-(T2/T1),(T1/T2)-1.,(T2/T1)-1,B,,5
340,"કોઈ પર્પેચ્યુઅલ મોશન મશીન નથી કે જે આપેલ ગરમીના જથ્થાને કામમાં સંપૂર્ણપણે રૂપાંતરિત કરી શકે, જે નિયમ___",થર્મોડાયનેમિક્સનો પ્રથમ નિયમ,થર્મોડાયનેમિક્સનો બીજો નિયમ,ગતિનો પ્રથમ નિયમ,ગતિનો બીજો નિયમ,B,,5
341,"કોઈપણ સિસ્ટમની કુલ એન્ટ્રોપી વત્તા તેના પર્યાવરણની કોઈપણ કુદરતી પ્રક્રિયાના પરિણામે વધે છે, તે _______છે.",થર્મોડાયનેમિક્સનો પ્રથમ નિયમ,થર્મોડાયનેમિક્સનો બીજો નિયમ,ગતિનો પ્રથમ નિયમ,ગતિનો બીજો નિયમ,B,,5
342,"નિરપેક્ષ તાપમાન T પર હીટ ટ્રાન્સફર ∆Q ને કારણે એન્ટ્રોપી ફેરફાર ∆S , ∆S = ± _______ દ્વારા આપવામાં આવે છે",∆Q/T².,∆Q/T,∆Q/2T.,∆Q²/T,B,,5
343,______ પ્રદૂષણ એ થર્મોડાયનેમિક્સના બીજા નિયમનું અનિવાર્ય પરિણામ છે.,મેકેનિક.,રાસાયણિક,થર્મલ,સૌર,C,,5
344,જ્યારે સિસ્ટમમાં ગરમી ઉમેરવામાં આવે ત્યારે એન્ટ્રોપીમાં ફેરફાર _________ થાય છે.,હકારાત્મક,નકારાત્મક,કુદરતી,શૂન્ય,A,,5
345,જ્યારે સિસ્ટમમાંથી ગરમી દૂર કરવામાં આવે ત્યારે એન્ટ્રોપીમાં ફેરફાર _______ છે.,હકારાત્મક,નકારાત્મક,કુદરતી,શૂન્ય,B,,5
346,"બધી કુદરતી પ્રક્રિયાઓ જ્યાં ગરમી એક સિસ્ટમમાંથી બીજી સિસ્ટમમાં વહે છે, ત્યાં હંમેશા એન્ટ્રોપીમાં ચોખ્ખો વધારો થાય છે. આ સંબંધિત નિવેદન_____________ છે",થર્મોડાયનેમિક્સનો પ્રથમ નિયમ,થર્મોડાયનેમિક્સનો બીજો નિયમ,ગતિનો પ્રથમ નિયમ,ગતિનો બીજો નિયમ,B,,5
347,"""ઉષ્મા નીચા તાપમાને પદાર્થથી ઊંચા તાપમાને પદાર્થમાં વહી શકતી નથી"" - વિધાન નીચેનામાંથી કયું છે?",થર્મોડાયનેમિક્સનો પ્રથમ નિયમ,થર્મોડાયનેમિક્સનો બીજો નિયમ,ગતિનો પ્રથમ નિયમ,ગતિનો બીજો નિયમ,D,,5
348,કયું વિધાન ખોટું છે?,કાર્નોટ ચક્ર ઉલટાવી શકાય તેવું છે.,ઉલટાવી શકાય તેવું ચક્ર ઉલટાવી શકાય તેવું ચક્ર કરતાં વધુ કાર્યક્ષમ છે.,કાર્નોટ ચક્ર એ તમામ ચક્રોમાં સૌથી વધુ કાર્યક્ષમ છે.,બધા ઉલટાવી શકાય તેવા ચક્રમાં સમાન કાર્યક્ષમતા હોય છે.,D,,5
349,રેફ્રિજરેટરના પ્રદર્શનનો ગુણાંક 5 છે. જો રેફ્રિજરેટરની અંદરનું તાપમાન -20⁰ સે છે. તે જ્યાં ગરમી છોડે છે તેની આસપાસના તાપમાનની ગણતરી કરો.,11⁰ C.,21⁰ C.,31⁰ C.,41⁰ C.,C,,5
350,એક આદર્શ ગેસ તેના પ્રારંભિક વોલ્યુમના અડધા ભાગ સુધી ઘણી પ્રક્રિયાઓ દ્વારા સંકુચિત થાય છે. કઈ પ્રક્રિયાના પરિણામે ગેસ પર મહત્તમ કાર્ય થાય છે?,Isothermal.,Isobaric.,Adiabatic.,Isochoric.,C,,5
351,ગેસમાં એડિબેટિક ફેરફારમાં કરવામાં આવેલું કાર્ય ફક્ત __________પર નિર્ભર કરે છે,તાપમાનમાં ફેરફાર.,દબાણમાં ફેરફાર.,વોલ્યુમમાં ફેરફાર.,None of the above.,A,,5
352,જ્યારે ગેસ એડિબેટીક રીતે વિસ્તરે ત્યારે શું થાય છે?,વિસ્તરણ માટે ઊર્જાની જરૂર નથી.,ઊર્જા સંરક્ષણનો કાયદો લાગુ પડતો નથી.,ઊર્જાની જરૂર છે અને તે ગેસના કન્ટેનરની દિવાલમાંથી આવે છે.,ગેસની આંતરિક ઉર્જા કામ કરવામાં વપરાય છે.,B,,5
353,શું બે ઇસોથર્મલ વણાંકો એકબીજાને કાપી શકે છે?,ક્યારેય.,હા,"હા, જટિલ દબાણ દરમિયાન.",જ્યારે તાપમાન 0⁰ C હોય ત્યારે તેઓ કાપી શકે છે.,A,,5
354,"જ્યારે આદર્શ મોનોટોમિક ગેસને સતત દબાણ પર ગરમ કરવામાં આવે છે, ત્યારે ગરમી ઊર્જાનો અપૂર્ણાંક જે ગેસની આંતરિક ઊર્જામાં વધારો કરે છે તે છે -_______",,,,,C,,5
355,110 J ઉષ્મા વાયુ પ્રણાલીમાં ઉમેરવામાં આવે છે જેની આંતરિક ઉર્જા 40 J છે. બાહ્ય કાર્યનું પ્રમાણ કેટલું છે?,150J,110J,40J,70J,C,,5
356,આદર્શ ગેસની આંતરિક ઉર્જા આના પર નિર્ભર કરે છે -__________,ચોક્કસ વોલ્યુમ.,ઘનતા.,ઘનતા.,તાપમાન.,D,,5
357,જ્યારે 36.5 ગ્રામ HCl અને 40 ગ્રામ NaOH નિષ્ક્રિયકરણ દરમિયાન પ્રતિક્રિયા આપે ત્યારે ઉત્પન્ન થતી ગરમીનું મૂલ્ય -,13.7 kcal.,76.5 kcal.,108 kcal.,13.7 kcal કરતાં વધુ,A,,5
358,મધ્યબિંદુથી મહત્તમ સ્થાનાંતરને શું કહેવામાં આવે છે?,તરંગલંબાઈ,આવૃત્તિ,કંપવિસ્તાર,આવર્તકાળ,C,,5
359,જો કોઈ તરંગની આવૃત્તિ ૭૦ Hz હોય તો તેનો આવર્તકાળ કેટલો હશે?,૦.૦૨ સે,૦.૦૧૬ સે,0.0૧૪ સે,૨ સે,C,,5
360,ધ્વનિના તરંગોનો પ્રકાર કયો છે?,યાંત્રિક,બિન યાંત્રિક,બંને a અને b,એકપણ નહિ,A,,5
361,આવૃત્તિનો એકમ કયો છે?,હર્ટઝ,વોટ,મીટર,ડેસીબેલ,A,,5
362,પ્રકાશનું તરંગ પદાર્થની ધારના કારણે દિશા બદલે તેને શું કહે છે?,પરાવર્તન,વક્રીભવન,વિવર્તન,શોષણ,C,,5
363,સ્નેલના નિયમ અનુસાર આપાત કોણ અને વક્રીભવન કોણ કયા સમીકરણથી જોડાયેલા હોય છે?,n1/n2 = sin(Ɵ2)/sin(Ɵ1),n1/n2 = cos(Ɵ2)/cos(Ɵ1),n1/n2 = cot(Ɵ2)/cot(Ɵ1),n1/n2 = tan(Ɵ2)/tan(Ɵ1),A,,5
364,એકમ સમયમાં થતા આંદોલનની સંખ્યાને શું કહેવામાં આવે છે?,તરંગલંબાઈ,આવૃત્તિ,કંપવિસ્તાર,આવર્તકાળ,B,,5
365,જો કોઈ તરંગની આવૃત્તિ ૬૦ Hz હોય તો તેનો આવર્તકાળ કેટલો હશે?,૦.૦૨ સે,૦.૦૧૬ સે,૦.૫ સે,૨ સે,B,,5
366,પ્રકાશના તરંગોનો પ્રકાર કયો છે?,યાંત્રિક,બિન યાંત્રિક,બંને a અને b,એકપણ નહિ,B,,5
367,તરંગલંબાઈનો એકમ કયો છે?,હર્ટઝ,વોટ,મીટર,ડેસીબેલ,C,,5
368,પ્રકાશનું તરંગ ચળકતી સપાટી પર અથડાઈને વિરુદ્ધ દિશામાં ગતિ કરે તેને શું કહે છે?,પરાવર્તન,વક્રીભવન,વિવર્તન,શોષણ,A,,5
369,માધ્યમના વક્રીવનાંકનું સુત્ર કયું છે?,n = c/v,n = v/c,n = c.v,એકપણ નહિ.,A,,5
370,બે ક્રમિક શૃંગ વચ્ચેના અંતરને શું કહેવામાં આવે છે?,તરંગલંબાઈ,આવૃત્તિ,કંપવિસ્તાર,આવર્તકાળ,A,,5
371,જો કોઈ તરંગનો આવર્તકાળ ૨ સે હોય તો તેની આવૃત્તિ કેટલી હશે?,૧ હર્ટઝ,૦.૫ હર્ટઝ,૦.૪ હર્ટઝ,૨ હર્ટઝ,B,,5
372,ધ્વનિના તરંગોનો પ્રકાર કયો છે?,લંબગત તરંગો,સંગત તરંગો,બંને a અને b,એકપણ નહિ,B,,5
373,કંપવિસ્તારનો એકમ કયો છે?,હર્ટઝ,વોટ,મીટર,ડેસીબલ,C,,5
374,પ્રકાશનું તરંગ એક માધ્યમમાંથી બીજા માધ્યમમાં દાખલ થાય ત્યારે તેની દિશા કેમ બદલે છે?,પરાવર્તન,વક્રીભવન,વિવર્તન,શોષણ,B,,5
375,હવાના વક્રીવનાંકનું મૂલ્ય કેટલું હોય છે?,2,1,1.5,0.5,B,,5
376,એક પૂર્ણ આંદોલન માટે લાગતા સમયને શું કહેવામાં આવે છે?,તરંગલંબાઈ,આવૃત્તિ,કંપવિસ્તાર,આવર્તકાળ,D,,5
377,જો કોઈ તરંગનો આવર્તકાળ ૧ સે હોય તો તેની આવૃત્તિ કેટલી હશે?,૧ હર્ટઝ,૦.૫ હર્ટઝ,૦.૪ હર્ટઝ,૨ હર્ટઝ,A,,5
378,પ્રકાશના તરંગોનો પ્રકાર કયો છે?,લંબગત તરંગો,સંગત તરંગો,બંને a અને b,એકપણ નહિ,A,,5
379,આવર્તકાળનો એકમ કયો છે?,હર્ટઝ,વોટ,મીટર,સેકંડ,D,,5
380,લેસર બીમ આપણને કઈ પ્રક્રિયા દ્વારા મળે છે?,ઉત્સર્જન,શોષણ,બંને a અને b,કોઈપણ નહિ,B,,5
381,માધ્યમના વક્રીવનાંકનું મૂલ્ય કોના કરતા ઓછું ના હોઈ શકે?,0.5,0.75,1,1.5,C,,5
382,પ્રકાશનુ તરંગ એક પાતળા માધ્યમ માંથી ઘટ્ટ માધ્યમમાં પ્રવેશ કરે છે. તે લંબ તરફ વળશે કે તેનાથી દૂર ?,લંબ તરફ,લંબથી દૂર,બંને બાજુ,કઈ કહી શકાય નહીં,A,,5
383,પ્રકાશનુ તરંગ એક માધ્યમ (n1) માંથી બીજા માધ્યમ (n2) માં પ્રવેશ કરે છે. જો તે લંબ તરફ વળે તો મધ્યમનો વક્રીભાવનાંક..,n1 > n2,n1 < n2,n1 = n2,n1 ≠ n2,D,,5
384,અલ્ટ્રાસોનિક તરંગની આવૃત્તિ કેટલી હોય છે ?,20 Hz,200 Hz,< 20 KHz,> 20 KHz,D,,5
385,ઓપ્ટિકલ ફાઈબર માં કોર કરતાં કલેડિંગ નો વક્રીભાવનાંક..,વધુ હોય છે,ઓછો હોય છે,સરખો હોય છે,શૂન્ય હોય છે,B,,5
386,"કાચમાં પ્રકાશનો વેગ 2 × 10^8 m/s અને હવામાં તેનો વેગ 3 × 10^8 m/s છે, તો કાચનો વક્રીભાવનાંક ?",1.5,2.42,1.33,1,C,,5
387,નીચેનમાંથી કયું સ્નેલ ના નિયમનુ સૂત્ર છે ?,μ = sin i / sin r,μ = sin i * sin r,μ = sin i - sin r,μ = sin i + sin r,A,,5
388,પ્રકાશનુ તરંગ એક ઘટ્ટ માધ્યમ માંથી પાતળા માધ્યમમાં પ્રવેશ કરે છે. તે લંબ તરફ વળશે કે તેનાથી દૂર ?,લંબ તરફ,લંબથી દૂર,બંને બાજુ,કઈ કહી શકાય નહીં,B,,5
389,પ્રકાશનુ તરંગ એક માધ્યમ (n1) માંથી બીજા માધ્યમ (n2) માં પ્રવેશ કરે છે. જો તે લંબથી દૂર વળે તો મધ્યમનો વક્રીભાવનાંક..,n1 > n2,n1 < n2,n1 = n2,n1 ≠ n2,A,,5
390,શ્રાવ્ય ધ્વનિ તરંગની આવૃત્તિ કેટલી હોય છે ?,20 Hz to 20 KHz,200000 Hz,< 20 Hz,> 20 KHz,A,,5
391,ઓપ્ટિકલ ફાઈબર માં કલેડિંગ કરતાં કોરનો વક્રીભાવનાંક..,વધુ હોય છે,ઓછો હોય છે,સરખો હોય છે,શૂન્ય હોય છે,A,,5
392,"પાણીમાં પ્રકાશનો વેગ 2.25 × 10^8 m/s અને હવામાં તેનો વેગ 3 × 10^8 m/s છે, તો પાણીનો વક્રીભાવનાંક ?",1.5,2.42,1.33,1,C,,5
393,નીચેના માંથી પ્રકાશનો કયો સ્ત્રોત એકરંગી પ્રકાશ આપે છે ?,ટોર્ચ,ટ્યુબલાઈટ,લેસર,સૂર્યપ્રકાશ,C,,5
394,પ્રકાશનુ તરંગ એક ઘટ્ટ માધ્યમ માંથી પાતળા માધ્યમમાં પ્રવેશ કરે છે. જો તે વક્રીભવન પામ્યા વિના પસાર થાય તો આપતકોણનુ મૂલ્ય કેટલું હશે ?,θ = 90°,θ < 90°,θ > 90°,θ = 0°,A,,5
395,પ્રકાશનુ તરંગ એક માધ્યમ માંથી બીજા માધ્યમ માં પ્રવેશ કરે છે. જો આપતકોણ 90° હોય તો તે..,લંબ તરફ વળશે,લંબ થી દૂર વળશે,વક્રીભવન પામ્યા વિના પસાર થસે,એજ માધ્યમમાં પરાવર્તન પામશે,C,,5
396,ઇન્ફ્રાસોનિક તરંગની આવૃત્તિ કેટલી હોય છે ?,20 Hz to 20 KHz,200000 Hz,< 20 Hz,> 20 KHz,C,,5
397,વક્રીભવનકોણના કયા મૂલ્ય માટે આપતકોણને ક્રાંતિકોણ કહેવામાં આવે છે ?,θ = 90°,θ = 0°,θ = 45°,θ = -45°,A,,5
398,"હીરામાં પ્રકાશનો વેગ 1.24 × 10^8 m/s અને હવામાં તેનો વેગ 3 × 10^8 m/s છે, તો હીરાનો વક્રીભાવનાંક ?",1.5,2.42,1.33,1,B,,5
399,LASER નુ પૂરું નામ..,Light Amplitude by Simultaneous Error of Radian,Lost Amplitude of Simultaneous Emission of Radiation,Like Average of Similar Errors of Radian,Light Amplification by Stimulated Emission of Radiation,D,,5
